file	family_group_id	bucket	proxy	proxy_name	knn_pred	knn12_frac	max_gold_sim	why_selected	is_custom	custom_reasons	base_status	base_construction	base_candidates	evidence	reviewed_by
260123_045502-313140.pdf	fam_0809d92367d3	model_custom	4	AutoBottom	12	0.50	0.583	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
260123_030543-328722.pdf	fam_5ebd226e6a47	model_custom	4	AutoBottom	12	0.50	0.592	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
220822_020227-483412.jpg	fam_d4d4854f4a67	model_custom	4	AutoBottom	12	0.50	0.655	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
220822_020351-112469.jpg	fam_095bf734f173	model_custom	4	AutoBottom	12	0.50	0.655	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
080822_023839-579983.jpg	fam_b6202727dfda	model_custom	4	AutoBottom	12	0.50	0.515	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
050822_100555-823158.pdf	fam_1c3492e996dd	model_custom	4	AutoBottom	12	0.50	0.857	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
271022_095105-506717.pdf	fam_5daae575a034	model_custom	4	AutoBottom	12	0.50	0.729	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
141022_053808-136277.pdf	fam_1fc9c10a2965	model_custom	4	AutoBottom	12	0.50	0.718	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
011122_055402-161688.pdf	fam_ada27c16ae4d	model_custom	4	AutoBottom	12	0.50	0.765	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
120123_025220-534467.pdf	fam_0120af0f240b	model_custom	4	AutoBottom	12	0.50	0.631	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=AutoBottom							
140223_024226-584912.pdf	fam_1bcb11262123	model_custom	11	SealEnd	12	0.50	0.753	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=SealEnd							
130223_070110-154751.jpg	fam_3fc4044fc0a7	model_custom	11	SealEnd	12	0.50	0.690	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=SealEnd							
130223_070051-605514.jpg	fam_5b6b96a53657	model_custom	11	SealEnd	12	0.50	0.690	CLIP-kNN ทาย Custom (50% ของ 10 เพื่อนบ้าน=12) แต่ proxy=SealEnd							
2_220422_111446.jpg	fam_97be6c26f0e0	proxy12	12	Custom	12	0.40	0.783	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
JE2202-0387 เอเชี่ยน_Rep.Tray Applaws US-A 24x70g(3TT)_180422_161141.pdf	fam_559b9ca17913	proxy12	12	Custom	4	0.20	0.757	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
120722_035616.jpg	fam_03b4df397ef0	proxy12	12	Custom	12	0.60	0.605	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
JE2202-0730 สยามGS แบตเตอร์รี่_Rep.Paper Sheet LBN3_230522_111120.pdf	fam_85b621a9436f	proxy12	12	Custom	1	0.20	0.757	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
020622_070905.jpeg	fam_f1d2c3ebf79e	proxy12	12	Custom	3	0.20	0.635	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
200722_015050.pdf	fam_75ac49bd7e7e	proxy12	12	Custom	1	0.40	0.853	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
รูปที่ 4 _060522_174959.jpg	fam_7195d07e5464	proxy12	12	Custom	12	0.50	0.678	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
line_oa_chat_220505_114353_050522_115306.jpg	fam_c6b071045bd8	proxy12	12	Custom	12	0.40	0.625	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
240622_042604.jpg	fam_e71d2e80e2b3	proxy12	12	Custom	4	0.10	0.587	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
200622_031523.pdf	fam_71cb6f2c2890	proxy12	12	Custom	12	0.40	0.741	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
E22040259_200522_094223.pdf	fam_889dcc3d5458	proxy12	12	Custom	12	0.40	0.714	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
220722_023347.pdf	fam_6de02b7ff9f1	proxy12	12	Custom	12	0.30	0.882	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
190722_064640.pdf	fam_cba438c6ad2b	proxy12	12	Custom	4	0.10	0.906	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
เพิ่มตำแหน่งปั๊มนูน 3 จุด_110522_100913.jpg	fam_847994502392	proxy12	12	Custom	12	0.30	0.778	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
JE2111-0497 สยามGS แบตเตอร์รี่_Rep.CARTON BOX LN3_MF_REM_ULTRA- เดือน 12 size180x289x191mm_210422_160649.pdf	fam_d0d47f6a9fe9	proxy12	12	Custom	12	0.80	0.766	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
JE2112-0362-2 ลอฟเทน(ไทยแลนด์)_Rep HOMELINE Aluminum Foil 35 SQFT HEAVY DUTY -Markdown  _280522_111023.pdf	fam_d3db2f281e75	proxy12	12	Custom	4	0.10	0.715	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
280622_064739.pdf	fam_7f42019bc9f6	proxy12	12	Custom	12	0.40	0.733	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
AW SAIRAMIRROR SPAY LIMITED - 650507_090522_113835.pdf	fam_543902c9ced8	proxy12	12	Custom	12	0.30	0.736	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
040622_060054.pdf	fam_ab8f06abd5d8	proxy12	12	Custom	2	0.10	0.760	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
260722_091429.jpg	fam_c0b384a60994	proxy12	12	Custom	12	0.30	0.782	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
ฐานเค้กฐาปนี_300322_110207.pdf	fam_ff8df50d258c	proxy12	12	Custom	12	0.50	0.662	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
JE2202-0737สยามGS แบตเตอร์รี่_Rep CARTON BOX MFX - 90R_REM_ULTRA-เดือน 03  size177 x 274 x 254 mm_230522_144848_230522_145653.pdf	fam_8290c31107c1	proxy12	12	Custom	12	0.50	0.743	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
กระดาษไข ARO C3-11-10003R1_230522_155646.jpg	fam_e05126c46785	proxy12	12	Custom	1	0.40	0.780	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
tray ALMO  24x140g(ก้น Autolock)_190522_091230.jpg	fam_9dacba9361f8	proxy12	12	Custom	4	0.30	0.505	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
160722_041019.jpg	fam_7fa68649ddcd	proxy12	12	Custom	12	0.50	0.805	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
180722_021634.pdf	fam_b7c10d7863ca	proxy12	12	Custom	4	0.00	0.910	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
JE2204-0093 เอเชี่ยน_Rep.Tray Applaws Multipart CE 24x70g (2TT)_170522_133952.pdf	fam_369c268958d9	proxy12	12	Custom	12	0.40	0.741	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
E22040173_230522_165658.pdf	fam_54d2033f2af9	proxy12	12	Custom	12	0.80	0.657	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
S__446439428_290322_150408.jpg	fam_8a156ad23254	proxy12	12	Custom	12	0.50	0.712	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
010622_084459.jpg	fam_0b85d04c42ef	proxy12	12	Custom	4	0.00	0.756	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
300622_091420.jpg	fam_5c7faa14a192	proxy12	12	Custom	2	0.10	0.842	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
รูปที่ 2_060522_174939.jpg	fam_4ce512c3a6c3	proxy12	12	Custom	1	0.10	0.650	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
269861740_455424679435485_6844072349253254381_n_110422_145138.jpeg	fam_540762f24f3e	proxy12	12	Custom	4	0.00	0.410	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
F009802 CABIN SNACK BOX Lay_270422_163630.pdf	fam_fc284223bbef	proxy12	12	Custom	1	0.00	0.919	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
AWColdBrew MU_060422_175729.pdf	fam_b083aa0d3de5	proxy12	12	Custom	3	0.20	0.738	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
Sushi box_030522_114409.jpg	fam_5cf6c4ad2737	proxy12	12	Custom	3	0.10	0.692	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
JE2205-0084-1 โชติวัฒน์_Cover Encore Cat Tin 16x70g Flexo_250522_170930.pdf	fam_5d6cd1f0ef6d	proxy12	12	Custom	4	0.10	0.738	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
รูปที่ 3 _060522_174948.jpg	fam_40114fa4cbd4	proxy12	12	Custom	12	0.60	0.652	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
280622_062520.pdf	fam_8104f1c6c619	proxy12	12	Custom	12	0.50	0.767	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
514725_270522_200327.jpg	fam_71bf1e134f45	proxy12	12	Custom	3	0.00	0.567	proxy=Custom (ตรวจ false-positive/ความสม่ำเสมอนิยาม)							
010623_103801-786569.pdf	fam_d2c991530eec	random_std	2	STE	2	0.30	0.705	random proxy=STE (วัด miss-rate ไม่ bias)							
240622_055849.jpg	fam_4849be43c0a6	random_std	3	SnapLock	12	0.40	0.613	random proxy=SnapLock (วัด miss-rate ไม่ bias)							
241022_055714-799630.PDF	fam_501884812c95	random_std	3	SnapLock	4	0.00	0.859	random proxy=SnapLock (วัด miss-rate ไม่ bias)							
280922_091706-943460.pdf	fam_a8980bd972d7	random_std	3	SnapLock	3	0.00	0.887	random proxy=SnapLock (วัด miss-rate ไม่ bias)							
280823_160842-175379.jpg	fam_51fcb3518c5f	random_std	11	SealEnd	11	0.00	0.830	random proxy=SealEnd (วัด miss-rate ไม่ bias)							
TDR Gold_270422_100341.pdf	fam_4b88b5485882	random_std	2	STE	1	0.20	0.652	random proxy=STE (วัด miss-rate ไม่ bias)							
JE2111-0604 องค์การเภสัชกรรม_34215270 กล่องพิมพ์ CLOPIDOGREL TABLETS 75 MG 10x10 TABLETS _180422_103134.pdf	fam_663fa83e9a3c	random_std	4	AutoBottom	4	0.10	0.752	random proxy=AutoBottom (วัด miss-rate ไม่ bias)							
200223_055641-888161.pdf	fam_805612afbb24	random_std	2	STE	1	0.00	0.901	random proxy=STE (วัด miss-rate ไม่ bias)							
251022_102346-103155.pdf	fam_9f1782071960	random_std	1	RTE	1	0.20	0.551	random proxy=RTE (วัด miss-rate ไม่ bias)							
081022_041849-543352.pdf	fam_b22cced16325	random_std	3	SnapLock	12	0.30	0.860	random proxy=SnapLock (วัด miss-rate ไม่ bias)							
250722_075357.jpeg	fam_3f4c9697d5d6	random_std	1	RTE	12	0.30	0.635	random proxy=RTE (วัด miss-rate ไม่ bias)							
201222_012332-976310.pdf	fam_411f79525f1a	random_std	4	AutoBottom	2	0.00	0.863	random proxy=AutoBottom (วัด miss-rate ไม่ bias)							
JE2109-0276 Pattaya Food_Rep.Inner box Super cat Tuna _060522_170222.pdf	fam_ba784cbff59f	random_std	3	SnapLock	4	0.20	0.706	random proxy=SnapLock (วัด miss-rate ไม่ bias)							
211122_025931-665097.pdf	fam_eb7829a3dd90	random_std	11	SealEnd	2	0.00	0.717	random proxy=SealEnd (วัด miss-rate ไม่ bias)							
100323_063647-908287.pdf	fam_af0b130abbcf	random_std	2	STE	2	0.30	0.694	random proxy=STE (วัด miss-rate ไม่ bias)							
JE2203-0852-1 เคซีจี_กล่องในแดรี่โกลด์ขนาด 76x 127 x 95 mm-  Scale price_190422_100623.pdf	fam_1cc680d9dce7	random_std	4	AutoBottom	12	0.40	0.759	random proxy=AutoBottom (วัด miss-rate ไม่ bias)							
021222_031046-265712.pdf	fam_82792c6706da	random_std	4	AutoBottom	3	0.00	0.905	random proxy=AutoBottom (วัด miss-rate ไม่ bias)							
021122_065823-516589.pdf	fam_cd9b8dc1ae01	random_std	1	RTE	2	0.00	0.903	random proxy=RTE (วัด miss-rate ไม่ bias)							
messageImage_1652165848325_110522_110040.jpg	fam_c1cae8b1e23f	random_std	2	STE	3	0.20	0.815	random proxy=STE (วัด miss-rate ไม่ bias)							
F009886 กล่องยาน้ำ 30 ML_130522_173603.PDF	fam_d5c691400824	random_std	1	RTE	1	0.00	0.901	random proxy=RTE (วัด miss-rate ไม่ bias)							
211122_082921-301669.pdf	fam_181199f7f4b4	random_std	11	SealEnd	1	0.00	0.904	random proxy=SealEnd (วัด miss-rate ไม่ bias)							
1649131510785_050422_135019.jpg	fam_9fbce992e718	random_std	1	RTE	1	0.00	0.747	random proxy=RTE (วัด miss-rate ไม่ bias)							
100223_030906-614882.pdf	fam_9609f9aa723c	random_std	2	STE	2	0.10	0.684	random proxy=STE (วัด miss-rate ไม่ bias)							
230223_120401-299528.pdf	fam_c2516df6878d	random_std	2	STE	2	0.10	0.590	random proxy=STE (วัด miss-rate ไม่ bias)							
A3 Inner Box Glow Body Booster Serum 15 ml (PH)_090522_180503.jpg	fam_88a89c17d625	random_std	4	AutoBottom	1	0.00	0.664	random proxy=AutoBottom (วัด miss-rate ไม่ bias)							
181122_052659-963249.jpg	fam_958ea65eb800	random_std	4	AutoBottom	3	0.10	0.888	random proxy=AutoBottom (วัด miss-rate ไม่ bias)							
200822_034658-853212.pdf	fam_c56b2438604e	random_std	3	SnapLock	2	0.20	0.804	random proxy=SnapLock (วัด miss-rate ไม่ bias)							
271222_091503-374880.pdf	fam_be96c7842fb3	random_std	2	STE	2	0.10	0.675	random proxy=STE (วัด miss-rate ไม่ bias)							
JE2103-0586 องค์การเภสัชกรรม_31012744 กล่องพิมพ์ GPO-COAL TAR CREAM 15g_100522_132143.pdf	fam_a55a8d7141bd	random_std	1	RTE	4	0.00	0.740	random proxy=RTE (วัด miss-rate ไม่ bias)							
280480771_514367207145781_7090350100581802977_n_230522_135908.jpg	fam_3e6306c4746f	random_std	1	RTE	1	0.30	0.291	random proxy=RTE (วัด miss-rate ไม่ bias)							
210622_003933.jpg	fam_bf8324a0d7d7	random_std	2	STE	3	0.10	0.782	random proxy=STE (วัด miss-rate ไม่ bias)							
060922_080048-276616.pdf	fam_9739866a5153	random_std	1	RTE	1	0.00	0.710	random proxy=RTE (วัด miss-rate ไม่ bias)							
JE2111-0004-6 JET PRESS  กลาง_งานกล่องธูปตะไคร้ไล่ยุง(สมุทรปราการ)  63x20x340 mm_060522_090340.pdf	fam_771a4282f3a3	random_std	1	RTE	4	0.10	0.735	random proxy=RTE (วัด miss-rate ไม่ bias)							
110223_022249-283169.jpg	fam_4c255daa3af3	random_std	11	SealEnd	3	0.20	0.753	random proxy=SealEnd (วัด miss-rate ไม่ bias)							
031122_012034-163580.jpg	fam_165835d37e22	random_std	2	STE	2	0.20	0.526	random proxy=STE (วัด miss-rate ไม่ bias)							
110822_083724-192318.jpg	fam_aa5f78eb3c99	random_std	2	STE	2	0.10	0.655	random proxy=STE (วัด miss-rate ไม่ bias)							
